TRAIN,gs://apple-types/apple-red-train/apple-red-1/0_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/100_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/101_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/102_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/103_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/104_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/105_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/106_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/107_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/108_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/109_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/10_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/110_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/111_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/112_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/113_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/114_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/115_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/116_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/117_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/118_100.jpg,,,,,,,,,
TRAIN,gs://apple-types/apple-red-train/apple-red-1/119_100.jpg,,,,,,,,,
